     0.791538     0.581648            1
    0.0829085     0.646276           0
     0.530535     0.435797            1
     0.442217     0.545501            1
    0.0116395     0.450624           0
     0.426459     0.246617            1
     0.575749      0.45568            1
     0.530636     0.995303           0
     0.209324     0.837425           0
     0.225673     0.770701           0
     0.616534     0.193678           0
     0.469814     0.672016            1
     0.424294     0.507262            1
     0.538683     0.778297            1
     0.667126      0.60262            1
     0.796565     0.219238           0
     0.133571     0.417801           0
    0.0808918     0.991675           0
      0.57168     0.451708            1
     0.719025   0.00214161           0
     0.140452     0.386693           0
     0.706909     0.273607            1
     0.230926     0.722743           0
      0.51457     0.577348            1
     0.113284     0.456701           0
     0.885288     0.422969           0
     0.122589     0.955438           0
     0.251591     0.380179            1
     0.885676     0.820745           0
     0.851971     0.300084           0
     0.323121     0.869014           0
     0.731076     0.815761           0
    0.0569433     0.696762           0
    0.0593203     0.547644           0
     0.759682     0.338125            1
     0.945632     0.807102           0
     0.521826      0.91538           0
     0.566812     0.360201            1
     0.125181     0.492609           0
     0.662856     0.185216           0
     0.796604     0.415322            1
      0.90577     0.228168           0
     0.143733     0.309675           0
     0.922725     0.263974           0
       0.4404      0.15442           0
     0.997058     0.025885           0
     0.409736       0.1639           0
     0.334472     0.852906           0
     0.767172     0.282725           0
     0.236961    0.0288743           0
     0.236683     0.266964           0
     0.738742     0.764765           0
      0.28501     0.917038           0
     0.792905     0.891466           0
      0.92827     0.970386           0
    0.0584521     0.139905           0
      0.79105     0.811325           0
     0.358763     0.241001            1
     0.448257     0.461499            1
     0.421545     0.486525            1
     0.253753     0.992792           0
     0.185916     0.962484           0
      0.94061    0.0334441           0
      0.37319      0.61474            1
     0.702196     0.159631           0
     0.631934     0.734946            1
     0.291968     0.290757            1
     0.628811     0.649223            1
    0.0632024     0.438146           0
     0.423062     0.100677           0
   0.00597746     0.934336           0
     0.872232     0.398863           0
     0.111785      0.56121           0
     0.244639     0.342872            1
     0.742363     0.400095            1
     0.984581    0.0912705           0
      0.39311      0.55553            1
     0.617818     0.390624            1
     0.485844     0.111177           0
     0.820574     0.413752           0
     0.547936     0.598822            1
     0.397092      0.43916            1
     0.273781     0.731022           0
     0.697487     0.500954            1
      0.42694   0.00689213           0
     0.519263     0.276872            1
     0.866681    0.0537468           0
     0.146182    0.0774698           0
     0.216446     0.266977           0
     0.318452      0.70533            1
     0.379556     0.480584            1
     0.973033      0.22995           0
     0.635155     0.742412            1
     0.656956    0.0462243           0
     0.772283     0.566865            1
      0.89199     0.252854           0
     0.347828     0.893529           0
    0.0574481     0.897318           0
     0.205009     0.364888           0
     0.576931     0.590282            1
